1.4749833054887653e-265,3.3725724586382126e-263
2.4522553250779996e-119,9.901140186963786e-113
3.8205960118077365e-40,4.633609460231425e-41
9.342782632112731e-119,9.200216311643506e-124
3.3054029513011855e-263,1.3854392672927425e-247
3.962371072832311e-17,1.6340070473231796e-18
1.7593573026473085e-80,6.131247816429569e-89
4.581376222025475e-20,2.1067800249645762e-23
2.3124646634641373e-214,1.914738018375511e-208
1.4977559912676326e-140,2.98668186473012e-138
4.7510190168207635e-73,7.813470787116823e-76
4.08768981059692e-101,7.111838203075098e-104
4.354279989222376e-190,2.4414501401322463e-185
1.1285850768797449e-29,1.7220910470441564e-33
5.290655233626523e-56,1.3882296116508923e-60
1.8176189553518303e-16,8.965014748742053e-18
